text,num,gender,f_form,fname,m_form
Пермитин,117,m,Пермитина,,
Лашов,117,m,Лашова,,
Овдин,117,m,Овдина,,
Бгатов,117,m,,,
Бордюгов,117,m,Бордюгова,,
Савенчук,117,u,,,
Качнов,117,m,Качнова,,
Хандожко,117,u,,,
Елисоветский,117,m,,,
Паршинцев,117,m,Паршинцева,,
Гендугов,117,m,Гендугова,,
Парфененко,117,u,,,
Просвирова,117,f,,,Просвиров
Карстен,117,u,,,
Бесперстов,117,m,Бесперстова,,
Ноев,117,m,Ноева,,
Ярополов,117,m,Ярополова,,
Ерзамаев,117,m,Ерзамаева,,
Самоволова,117,f,,,
Лиманкин,117,m,,,
Химкус,117,m,,,
Керопян,116,u,,,
Арзамазов,116,m,Арзамазова,,
Меженцев,116,m,Меженцева,,
Тростянский,116,m,Тростянская,,
Аманова,116,f,,Аман,Аманов
Мухидинов,116,m,Мухидинова,,
Шибин,116,m,Шибина,,
Чичкова,116,f,,,Чичков
Огарь,116,u,,,
Струговец,116,u,,,
Гаан,116,u,,,
Торбина,116,f,,,Торбин
Молдован,116,u,,,
Стольникова,116,f,,,Стольников
Жаткина,116,f,,,Жаткин
Купаев,116,m,Купаева,,
Якуб,116,u,,,
Демиров,116,m,Демирова,Демир,
Дроздовская,116,f,,,Дроздовский
Ющук,116,u,,,
Брезгина,116,f,,,Брезгин
Бикбова,116,f,,,Бикбов
Сергиевская,116,f,,,Сергиевский
Полосков,116,m,Полоскова,,
Розум,116,u,,,
Абрашкина,116,f,,,Абрашкин
Шафиева,116,f,,,Шафиев
Юнкин,116,m,Юнкина,,
Мурзакаев,116,m,Мурзакаева,,
Жак,116,u,,,
Дмитраков,116,m,Дмитракова,,
Дворкина,116,f,,,Дворкин
Быконя,116,u,,,
Шкодина,116,f,,,Шкодин
Меркушов,116,m,Меркушова,,
Силиванов,116,m,Силиванова,,
Леженин,116,m,Леженина,,
Моргоев,116,m,Моргоева,,
Байтимиров,116,m,Байтимирова,Байтимир,
Нерода,116,u,,,
Бордуков,116,m,Бордукова,,
Слободсков,116,m,Слободскова,,
Гладенко,116,u,,,
Разумейко,116,u,,,
Корнетов,116,m,Корнетова,,
Ахмеджанова,116,f,,Ахмеджан,Ахмеджанов
Перетягина,116,f,,,Перетягин
Жовнер,116,u,,,
Бородинова,116,f,,,Бородинов
Ракчеева,116,f,,,Ракчеев
Хворостова,116,f,,,Хворостов
Григор,116,u,,,
Хмыз,116,u,,,
Нурова,116,f,,Нур,Нуров
Тюфяков,116,m,Тюфякова,,
Верзакова,116,f,,,Верзаков
Аккуратов,116,m,Аккуратова,,
Гиря,116,u,,,
Оборотов,116,m,Оборотова,,
Дотдаев,116,m,,,
Агрба,116,u,,,
Хонин,116,m,Хонина,,
Счастливый,116,m,,,
Исмайлова,116,f,,,Исмайлов
Кечина,116,f,,,Кечин
Дерюшева,116,f,,,Дерюшев
Шкиперов,116,m,Шкиперова,,
Тропынин,116,m,Тропынина,,
Кичаев,116,m,Кичаева,,
Арьков,116,m,Арькова,,
Дизер,116,u,,,
Макухина,116,f,,,Макухин
Раздобудько,116,u,,,
Агашин,116,m,Агашина,,
Грицак,116,u,,,
Самороков,116,m,Саморокова,,
Нечеухин,116,m,Нечеухина,,
Петков,116,m,Петкова,,
Корогод,116,u,,,
Тризна,116,u,,,
Обертинский,116,m,Обертинская,,
Заверткин,116,m,Заверткина,,
Муракаев,116,m,Муракаева,,
Перепелицин,116,m,Перепелицина,,
Крюковский,116,m,Крюковская,,
Шаблий,116,u,,,
Шкут,116,u,,,
Питерская,116,f,,,Питерский
Кудрова,116,f,,,Кудров
Стрелова,116,f,,,Стрелов
Каландия,116,u,,,
Гаман,116,u,,,
Новохатько,116,u,,,
Каширов,116,m,Каширова,Кашир,
Конченко,116,u,,,
Богдасаров,116,m,Богдасарова,,
Роднин,116,m,Роднина,,
Мехралиев,116,m,Мехралиева,,
Железков,116,m,Железкова,,
Гращенко,116,u,,,
Вертий,116,u,,,
Штукатуров,116,m,Штукатурова,,
Юдников,116,m,Юдникова,,
Абдурзаков,116,m,Абдурзакова,,
Техов,116,m,Техова,,
Жигадло,116,u,,,
Гартунг,116,u,,,
Переведенцева,116,f,,,Переведенцев
Аслямов,116,m,Аслямова,Аслям,
Пархаев,116,m,Пархаева,,
Киркина,116,f,,,Киркин
Козлюк,116,u,,,
Ратанов,116,m,Ратанова,,
Дробышевская,116,f,,,Дробышевский
Луканова,116,f,,,Луканов
Огольцов,116,m,Огольцова,,
Козенков,116,m,Козенкова,,
Сланов,116,m,Сланова,,
Громак,116,u,,,
Кекин,116,m,Кекина,,
Прихода,116,u,,,
Бекмурзаев,116,m,Бекмурзаева,,
Азаев,116,m,Азаева,,
Чаркина,116,f,,,Чаркин
Рогинский,116,m,Рогинская,,
Ширкова,116,f,,,Ширков
Лужбина,116,f,,,Лужбин
Храмкова,116,f,,,Храмков
Калянов,116,m,Калянова,,
Борченко,116,u,,,
Байбородина,116,f,,,Байбородин
Мигалин,116,m,Мигалина,,
Садилова,116,f,,,Садилов
Гиевский,116,m,Гиевская,,
Гиреев,116,m,Гиреева,,
Яскин,116,m,Яскина,,
Выгузова,116,f,,,Выгузов
Базуева,116,f,,,Базуев
Тихонин,116,m,Тихонина,,
Байдуков,116,m,Байдукова,Байдук,
Бородавкина,116,f,,,Бородавкин
Клейнер,116,u,,,
Абдуллов,116,m,,Абдулл,
Попадюк,116,u,,,
Коршакова,116,f,,,Коршаков
Домахин,116,m,Домахина,,
Астапович,116,u,,,
Лепилина,116,f,,,Лепилин
Еркович,116,u,,,
Бирин,116,m,Бирина,,
Кирпиков,116,m,Кирпикова,,
Грицина,116,f,,,Грицин
Лобановский,116,m,Лобановская,,
Агакишиев,116,m,Агакишиева,,
Зебров,116,m,Зеброва,,
Кутасов,116,m,Кутасова,,
Хрисанфов,116,m,Хрисанфова,Хрисанф,
Веденяпин,116,m,Веденяпина,,
Зиберт,116,u,,,
Еропкин,116,m,Еропкина,,
Гейман,116,u,,,
Хомин,116,m,Хомина,,
Руфов,116,m,Руфова,Руф,
Кисурин,116,m,Кисурина,,
Лемонджава,116,u,,,
Чуй,116,u,,,
Цих,116,u,,,
Йылдырым,116,f,,,
Сковпень,116,u,,,
Лукшина,116,f,,,Лукшин
Ижболдина,116,f,,,Ижболдин
Медведкин,116,m,Медведкина,,
Филюков,116,m,Филюкова,,
Задворнова,116,f,,,Задворнов
Морсков,116,m,Морскова,,
Файлясов,116,m,,,
Ивженко,115,u,,,
Листопадова,115,f,,,Листопадов
Ходосевич,115,u,,,
Кучаева,115,f,,,Кучаев
Юрикова,115,f,,Юрик,Юриков
Ахтариев,115,m,Ахтариева,,
Масякин,115,m,Масякина,,
Пацев,115,m,Пацева,,
Шинкарюк,115,u,,,
Саунина,115,f,,,Саунин
Скулкина,115,f,,,Скулкин
Олесик,115,u,,,
Хуажев,115,m,,,
Былкова,115,f,,,Былков
Тареев,115,m,Тареева,,
Позднеев,115,m,Позднеева,,
Нуралиева,115,f,,,Нуралиев
Любкин,115,m,Любкина,,
Граб,115,u,,,
Могильная,115,f,,,
Катан,115,u,,,
Ахмаров,115,m,Ахмарова,Ахмар,
Гизбрехт,115,u,,,
Кунченко,115,u,,,
Кихтенко,115,u,,,
Дудаева,115,f,,,Дудаев
Каргаев,115,m,Каргаева,,
Икаева,115,f,,,Икаев
Барсова,115,f,,,Барсов
Хамзаев,115,m,Хамзаева,,
Черемискин,115,m,Черемискина,,
Белозерских,115,u,,,
Чурашов,115,m,Чурашова,,
Берков,115,m,Беркова,,
Подпорина,115,f,,,Подпорин
Пахолкова,115,f,,,Пахолков
Тренихин,115,m,Тренихина,,
Надиров,115,m,Надирова,Надир,
Меднов,115,m,Меднова,,
Абдурашидова,115,f,,Абдурашид,Абдурашидов
Фунтов,115,m,Фунтова,,
Самар,115,u,,,
Галухин,115,m,Галухина,,
Шабельникова,115,f,,,Шабельников
Болатов,115,m,,,
Дереза,115,u,,,
Аглямова,115,f,,Аглям,Аглямов
Гарагуля,115,u,,,
Копченов,115,m,Копченова,,
Магда,115,u,,,
Селянинов,115,m,Селянинова,,
Духин,115,m,Духина,,
Кахидзе,115,u,,,
Арчибасов,115,m,Арчибасова,,
Симонянц,115,u,,,
Семагина,115,f,,,Семагин
Гузун,115,u,,,
Строчков,115,m,Строчкова,,
Чичерова,115,f,,,Чичеров
Шихалеев,115,m,Шихалеева,,
Мизев,115,m,Мизева,,
Пхакадзе,115,u,,,
Чуксина,115,f,,,Чуксин
Казыханов,115,m,Казыханова,Казыхан,
Ягубова,115,f,,Ягуб,Ягубов
Якутина,115,f,,,Якутин
Соколкин,115,m,Соколкина,,
Бабинова,115,f,,,Бабинов
Женетль,115,u,,,
Стаховский,115,m,Стаховская,,
Герштейн,115,u,,,
Дашук,115,u,,,
Забровская,115,f,,,Забровский
Гашимова,115,f,,Гашим,Гашимов
Саид,115,f,,,
Сагирова,115,f,,Сагир,Сагиров
Джинчарадзе,115,u,,,
Часов,115,m,Часова,,
Соломеина,115,f,,,Соломеин
Чернигова,115,f,,,Чернигов
Карандаев,115,m,Карандаева,,
Августов,115,m,Августова,Август,
Исоян,115,u,,,
Муравин,115,m,Муравина,,
Оконов,115,m,Оконова,,
Байрамкулова,115,f,,,
Демир,115,f,,,
Хаванский,115,m,Хаванская,,
Фофонов,115,m,Фофонова,,
Конычев,115,m,Конычева,,
Батанин,115,m,Батанина,,
Шандра,115,u,,,
Плоткина,115,f,,,Плоткин
Абитова,115,f,,,Абитов
Десятниченко,115,u,,,
Галямин,115,m,Галямина,,
Кутаев,115,m,Кутаева,,
Ульянцев,115,m,Ульянцева,,
Чешуин,115,m,Чешуина,,
Попыванов,115,m,Попыванова,,
Балтабаев,115,m,Балтабаева,,
Губачев,115,m,Губачева,,
Резаева,115,f,,,Резаев
Черемин,115,m,Черемина,,
Дюдина,115,f,,,Дюдин
Кузнеченков,115,m,Кузнеченкова,,
Муминова,115,f,,Мумин,Муминов
Рогонов,115,m,Рогонова,,
Поршнева,115,f,,,Поршнев
Преловская,115,f,,,Преловский
Шемелов,115,m,Шемелова,,
Усынина,115,f,,,Усынин
Сиразетдинова,115,f,,Сиразетдин,Сиразетдинов
Ахалая,115,f,,,
Ермин,115,m,Ермина,,
Олюнина,115,f,,,Олюнин
Мысков,115,m,Мыскова,,
Шакиев,115,m,Шакиева,,
Сукачева,115,f,,,Сукачев
Абалакова,115,f,,,Абалаков
Мартюшова,115,f,,,Мартюшов
Ханаев,115,m,Ханаева,,
Ишкильдин,115,m,Ишкильдина,,
Пеньковская,115,f,,,Пеньковский
Башкирев,115,m,Башкирева,,
Лихацкий,115,m,Лихацкая,,
Калентьева,115,f,,,Калентьев
Лапердин,115,m,Лапердина,,
Валикова,115,f,,Валик,Валиков
Топоев,115,m,Топоева,,
Нежельский,115,m,Нежельская,,
Вабищевич,115,u,,,
Атнагулов,115,m,Атнагулова,,
Рядинская,115,f,,,Рядинский
Цепилова,115,f,,,Цепилов
Нальгиева,115,f,,,Нальгиев
Курышкин,115,m,Курышкина,,
Дубиков,115,m,Дубикова,,
Жаднов,115,m,Жаднова,,
Авсеенко,115,u,,,
Радченков,115,m,Радченкова,,
Рейзвих,115,u,,,
Пилецкая,115,f,,,Пилецкий
Шауро,115,u,,,
Митягина,115,f,,,Митягин
Курилюк,115,u,,,
Ващенков,115,m,Ващенкова,,
Куршин,115,m,Куршина,,
Ахаев,115,m,Ахаева,,
Матюшко,115,u,,,
Дрововозов,115,m,Дрововозова,,
Толстопятова,115,f,,,Толстопятов
