text,num,gender,f_form,fname,m_form
Мормуль,68,u,,,
Дивисенко,68,u,,,
Товпеко,68,u,,,
Дегтянникова,68,f,,,Дегтянников
Заборин,68,m,Заборина,,
Добриев,68,m,,,
Кос,68,u,,,
Михонин,68,m,Михонина,,
Вильде,68,u,,,
Девкин,68,m,Девкина,,
Батарев,68,m,Батарева,,
Шаршуков,68,m,Шаршукова,,
Аипов,68,m,Аипова,Аип,
Хатаев,68,m,Хатаева,,
Флеров,68,m,Флерова,Флер,
Латий,68,u,,,
Атрощенков,68,m,Атрощенкова,,
Михасев,68,m,Михасева,,
Христиченко,68,u,,,
Вобликова,68,f,,,Вобликов
Минор,68,u,,,
Тимирбаев,68,m,Тимирбаева,,
Питаев,68,m,Питаева,,
Чикаев,68,m,Чикаева,,
Видгоф,68,u,,,
Шкитина,68,f,,,Шкитин
Ржавин,68,m,Ржавина,,
Концедалов,68,m,Концедалова,,
Пивиков,68,m,Пивикова,,
Щебетенко,68,u,,,
Матей,68,u,,,
Вербило,68,u,,,
Таланина,68,f,,,Таланин
Дадыко,68,u,,,
Гиршфельд,68,u,,,
Грезина,68,f,,,Грезин
Байтимирова,68,f,,Байтимир,Байтимиров
Перекрестова,68,f,,,Перекрестов
Удовицкий,68,m,Удовицкая,,
Гундорова,68,f,,,Гундоров
Авдюшин,68,m,Авдюшина,,
Прокопцев,68,m,Прокопцева,,
Животовская,68,f,,,Животовский
Лашук,68,u,,,
Щелкова,68,f,,,Щелков
Картинцев,68,m,Картинцева,,
Калинцева,68,f,,,Калинцев
Гендель,68,u,,,
Зисман,68,u,,,
Кальной,68,m,,,
Воищев,68,m,Воищева,,
Саренко,68,u,,,
Прощалыкин,68,m,Прощалыкина,,
Лауэр,68,u,,,
Аллабердин,68,m,Аллабердина,,
Зубачева,68,f,,,Зубачев
Тахавеев,68,m,Тахавеева,,
Митерев,68,m,Митерева,,
Бударов,68,m,Бударова,,
Маркичев,68,m,Маркичева,,
Бабинский,68,m,Бабинская,,
Птуха,68,u,,,
Кульша,68,u,,,
Макарчев,68,m,Макарчева,,
Барчан,68,u,,,
Притченко,68,u,,,
Шлямин,68,m,Шлямина,,
Тушинский,68,m,Тушинская,,
Сермягина,68,f,,,Сермягин
Конечных,68,u,,,
Мекшун,68,u,,,
Матузный,68,m,,,
Голишников,68,m,Голишникова,,
Батуринец,68,u,,,
Асютин,68,m,Асютина,,
Кривоножко,68,u,,,
Канделаки,68,u,,,
Чуров,68,m,Чурова,,
Нелепа,68,u,,,
Ченин,68,m,Ченина,,
Лельчук,68,u,,,
Чучаев,68,m,Чучаева,,
Войлокова,68,f,,,Войлоков
Аладьина,68,f,,,Аладьин
Колиух,68,u,,,
Кулюкина,68,f,,,Кулюкин
Замахин,68,m,Замахина,,
Руденская,68,f,,,Руденский
Табачникова,68,f,,,Табачников
Масунов,68,m,Масунова,,
Тимошкевич,68,u,,,
Додока,68,u,,,
Камелина,68,f,,,Камелин
Ониани,68,u,,,
Жмур,68,u,,,
Дзыба,68,u,,,
Кужев,68,m,Кужева,,
Неснов,68,m,Неснова,,
Сиухин,68,m,Сиухина,,
Грисюк,68,u,,,
Файнгольд,68,u,,,
Доник,68,u,,,
Власьев,68,m,Власьева,,
Величанский,68,m,Величанская,,
Губаревич,68,u,,,
Острый,68,m,,,
Инин,68,m,Инина,,
Унтилов,68,m,Унтилова,,
Дудукалов,68,m,Дудукалова,,
Нестерец,68,u,,,
Огольцова,68,f,,,Огольцов
Шаляев,68,m,Шаляева,,
Греф,68,u,,,
Кулалаев,68,m,Кулалаева,,
Трондин,68,m,Трондина,,
Чаюн,68,u,,,
Доморацкая,68,f,,,Доморацкий
Глебовский,68,m,Глебовская,,
Спрыгин,68,m,Спрыгина,,
Кузовова,68,f,,,Кузовов
Теребинова,68,f,,,
Канаматов,68,m,,Канамат,
Пакалов,68,m,Пакалова,,
Билик,68,u,,,
Загрекова,68,f,,,Загреков
Полуляхов,68,m,Полуляхова,,
Кульбицкий,68,m,Кульбицкая,,
Сухонин,68,m,Сухонина,,
Газданов,68,m,Газданова,,
Васендин,68,m,Васендина,,
Дубодел,68,u,,,
Семенушкин,68,m,Семенушкина,,
Зусман,68,u,,,
Драничникова,68,f,,,Драничников
Ещин,68,m,Ещина,,
Марковкин,68,m,Марковкина,,
Пересунько,68,u,,,
Шалова,68,f,,,Шалов
Скороделов,68,m,Скороделова,,
Хрячкова,68,f,,,Хрячков
Зимодро,68,u,,,
Ний,68,u,,,
Репешко,68,u,,,
Пупин,68,m,Пупина,,
Гирс,68,u,,,
Кремень,68,u,,,
Цилин,68,m,Цилина,,
Буданаев,68,m,,,
Буткус,68,u,,,
Шелобанов,68,m,Шелобанова,,
Каганский,68,m,Каганская,,
Анюшин,68,m,Анюшина,,
Атмурзаев,68,m,Атмурзаева,,
Есенов,68,m,Есенова,Есен,
Хамчиев,68,m,,,
Канаметов,68,m,,,
Тарантов,68,m,,,
Куштанов,68,m,Куштанова,,
Масленкин,68,m,Масленкина,,
Фиров,68,m,Фирова,,
Сулягина,68,f,,,Сулягин
Дашинимаева,68,f,,,
Гундырева,68,f,,,Гундырев
Арабкин,68,m,Арабкина,,
Прыгов,68,m,Прыгова,,
Креславская,68,f,,,Креславский
Майданников,68,m,,,
Бройдо,68,u,,,
Хмелинский,68,m,Хмелинская,,
Голодаев,68,m,Голодаева,,
Хвошнянский,68,m,Хвошнянская,,
Чупринский,68,m,Чупринская,,
Блоков,68,m,,,
Лайнвебер,68,m,,,
Теплюков,68,m,,,
Мазуровский,68,m,Мазуровская,,
Каляскин,68,m,Каляскина,,
Чемборисов,68,m,Чемборисова,,
Мантусов,68,m,,,
Перьминова,68,f,,,
Митькова,67,f,,,Митьков
Телина,67,f,,,Телин
Трояновская,67,f,,,Трояновский
Шибина,67,f,,,Шибин
Туйкин,67,m,Туйкина,,
Нассонов,67,m,Нассонова,,
Евсевьев,67,m,Евсевьева,,
Непочатов,67,m,Непочатова,,
Митясов,67,m,Митясова,,
Пигалова,67,f,,,Пигалов
Музыкантова,67,f,,,Музыкантов
Черкасских,67,u,,,
Руденя,67,u,,,
Вереин,67,m,Вереина,,
Тиганов,67,m,Тиганова,,
Стрекозова,67,f,,,Стрекозов
Верейкина,67,f,,,Верейкин
Полицын,67,m,Полицына,,
Козупица,67,u,,,
Бутяева,67,f,,,Бутяев
Купряшкин,67,m,Купряшкина,,
Гарев,67,m,Гарева,,
Тюрев,67,m,Тюрева,,
Абдулкадирова,67,f,,,
Багомедова,67,f,,,
Букалова,67,f,,,Букалов
Амирчупанов,67,m,,,
Малолетков,67,m,Малолеткова,,
Улиханян,67,u,,,
Мозин,67,m,Мозина,,
Арбиев,67,m,Арбиева,,
Муртазова,67,f,,Муртаз,Муртазов
Тенищев,67,m,Тенищева,,
Соушев,67,m,,,
Зазнобина,67,f,,,Зазнобин
Зосим,67,u,,,
Слепушкина,67,f,,,Слепушкин
Белко,67,u,,,
Нухова,67,f,,Нух,Нухов
Абдуев,67,m,,,
Шагалеев,67,m,Шагалеева,,
Стрельчик,67,u,,,
Басиева,67,f,,,Басиев
Саникидзе,67,u,,,
Лияскин,67,m,Лияскина,,
Чухлебова,67,f,,,Чухлебов
Дяденко,67,u,,,
Молофеев,67,m,Молофеева,,
Чубриков,67,m,Чубрикова,,
Щека,67,u,,,
Евинов,67,m,,,
Панюхин,67,m,Панюхина,,
Гельмель,67,u,,,
Шастов,67,m,Шастова,,
Азарин,67,m,Азарина,,
Шаматава,67,u,,,
Танашев,67,m,Танашева,,
Рябцова,67,f,,,Рябцов
Темерева,67,f,,,Темерев
Трайзе,67,u,,,
Ростунова,67,f,,,Ростунов
Ильяев,67,m,Ильяева,,
Пискайкин,67,m,Пискайкина,,
Шестерова,67,f,,,Шестеров
Полевов,67,m,Полевова,,
Шубенина,67,f,,,Шубенин
Ильюк,67,u,,,
Крутаков,67,m,Крутакова,,
Ярчук,67,u,,,
Долбина,67,f,,,Долбин
Купчин,67,m,Купчина,,
Гориславец,67,u,,,
Чертилин,67,m,Чертилина,,
Волос,67,u,,,
Тарутина,67,f,,,Тарутин
Банченко,67,u,,,
Коржук,67,u,,,
Абдулхаев,67,m,Абдулхаева,,
Свищёв,67,m,,,
Абдураимова,67,f,,,
Мингалёв,67,m,Мингалёва,,
Серяпин,67,m,Серяпина,,
Андронович,67,u,,,
Зинатов,67,m,Зинатова,Зинат,
Мокряк,67,u,,,
Хаева,67,f,,,Хаев
Гонохов,67,m,Гонохова,,
Карбовская,67,f,,,Карбовский
Мураткин,67,m,Мураткина,,
Хорошевская,67,f,,,Хорошевский
Янукович,67,u,,,
Алфеева,67,f,,,Алфеев
Иощенко,67,u,,,
Разенкова,67,f,,,Разенков
Бутенков,67,m,Бутенкова,,
Горячевский,67,m,Горячевская,,
Пазников,67,m,Пазникова,,
Лаукарт,67,u,,,
Деркунский,67,m,Деркунская,,
Чамян,67,u,,,
Правилов,67,m,Правилова,,
Богаева,67,f,,,Богаев
Себелева,67,f,,,Себелев
Вильчинская,67,f,,,Вильчинский
Сильченкова,67,f,,,Сильченков
Двинянинова,67,f,,,Двинянинов
Устюжанинова,67,f,,,Устюжанинов
Редкин,67,m,Редкина,,
Тхагапсоев,67,m,,,
Чигирин,67,m,Чигирина,,
Дитятев,67,m,Дитятева,,
Фатхиев,67,m,Фатхиева,,
Парсамян,67,u,,,
Котляревская,67,f,,,Котляревский
Бердинская,67,f,,,Бердинский
Пыренков,67,m,Пыренкова,,
Коврижин,67,m,Коврижина,,
Кадяев,67,m,Кадяева,,
Вартикян,67,u,,,
Шинко,67,u,,,
Предыбайло,67,u,,,
Песегов,67,m,Песегова,,
Вязовская,67,f,,,Вязовский
Шестухин,67,m,Шестухина,,
Нечушкина,67,f,,,Нечушкин
Михеенкова,67,f,,,Михеенков
Гусарев,67,m,Гусарева,,
Черногор,67,u,,,
Садовин,67,m,Садовина,,
Пехтелев,67,m,Пехтелева,,
Голендухина,67,f,,,Голендухин
Подволоцкий,67,m,Подволоцкая,,
Сур,67,u,,,
Новгородская,67,f,,,Новгородский
Куриков,67,m,Курикова,,
Очкина,67,f,,,Очкин
Дармограй,67,u,,,
Гапуров,67,m,,,
Суворкина,67,f,,,Суворкин
Панышев,67,m,Панышева,,
Козлачков,67,m,Козлачкова,,
Раппопорт,67,u,,,
Кудзиева,67,f,,,Кудзиев
Пуль,67,u,,,
Горобей,67,u,,,
Саволайнен,67,u,,,
Моляров,67,m,Молярова,,
Хасханов,67,m,Хасханова,,
Гебеков,67,m,Гебекова,,
Федерякин,67,m,Федерякина,,
Волколупов,67,m,Волколупова,,
Кацюба,67,u,,,
Чечёткин,67,m,Чечёткина,,
Аюрова,67,f,,,
Ербанов,67,m,,,
Болдышева,67,f,,,Болдышев
Гавриличев,67,m,Гавриличева,,
Глухенький,67,m,Глухенькая,,
Кушкова,67,f,,,Кушков
Стужук,67,u,,,
Камахин,67,m,Камахина,,
Чичкан,67,u,,,
Нажмутдинов,67,m,Нажмутдинова,Нажмутдин,
Жумабаева,67,f,,,Жумабаев
Гильмиярова,67,f,,Гильмияр,Гильмияров
Котвицкая,67,f,,,Котвицкий
Белев,67,m,Белева,,
Замалеева,67,f,,,Замалеев
Зеваков,67,m,Зевакова,,
Фахритдинов,67,m,Фахритдинова,,
Храпаль,67,u,,,
Марамзина,67,f,,,Марамзин
Куцан,67,u,,,
Рамзаева,67,f,,,Рамзаев
Бибяев,67,m,Бибяева,,
Турлов,67,m,Турлова,,
Орехин,67,m,Орехина,,
Кальсина,67,f,,,Кальсин
Хмелькова,67,f,,,Хмельков
Швечкова,67,f,,,Швечков
Сидорик,67,u,,,
Терсенов,67,m,,,
Гиясов,67,m,,Гияс,
Грошкова,67,f,,,Грошков
Страшнова,67,f,,,Страшнов
Леванюк,67,u,,,
Карагулов,67,m,Карагулова,,
Зенкович,67,u,,,
Гиленко,67,u,,,
Рыхлова,67,f,,,Рыхлов
Дадыкина,67,f,,,Дадыкин
Бойцева,67,f,,,Бойцев
Рябчинская,67,f,,,Рябчинский
Альтерман,67,u,,,
Бургарт,67,u,,,
Захматов,67,m,Захматова,,
Ванчикова,67,f,,Ванчик,Ванчиков
Сочков,67,m,Сочкова,,
Дубас,67,u,,,
Кривопалова,67,f,,,Кривопалов
Апанасова,67,f,,,Апанасов
Кадуков,67,m,Кадукова,,
Киливник,67,u,,,
Урбанский,67,m,Урбанская,,
Булейко,67,u,,,
Ханахмедов,67,m,,,
Бочанова,67,f,,,Бочанов
Тельцов,67,m,Тельцова,,
Кривозубова,67,f,,,Кривозубов
Абалихин,67,m,Абалихина,,
Синянская,67,f,,,Синянский
Кострицкий,67,m,Кострицкая,,
Гатаев,67,m,,,
Урманчеева,67,f,,,Урманчеев
Зеркаль,67,u,,,
Летовальцев,67,m,Летовальцева,,
Даварашвили,67,u,,,
Семикашев,67,m,Семикашева,,
Хасенова,67,f,,Хасен,
Гиноян,67,u,,,
Ермилина,67,f,,,Ермилин
Маратканова,67,f,,,Маратканов
Клягина,67,f,,,Клягин
Такташев,67,m,Такташева,,
Бронзова,67,f,,,Бронзов
Султангалиев,67,m,Султангалиева,,
Водяницкая,67,f,,,Водяницкий
Карабаджак,67,u,,,
Тимерханова,67,f,,Тимерхан,Тимерханов
Ступеньков,67,m,Ступенькова,,
Кротких,67,u,,,
Харитончик,67,u,,,
Веретельникова,67,f,,,Веретельников
Бухонин,67,m,Бухонина,,
Габдрахимова,67,f,,Габдрахим,Габдрахимов
Кельм,67,u,,,
Неделяев,67,m,Неделяева,,
Ильенкова,67,f,,,Ильенков
Филипский,67,m,Филипская,,
Алёшкина,67,f,,,
Демешев,67,m,Демешева,,
Надворный,67,m,,,
Евтин,67,m,Евтина,,
Шамоев,67,m,Шамоева,,
Сыроежкина,67,f,,,Сыроежкин
Горьковой,67,m,,,
Шаршаков,67,m,Шаршакова,,
Афанаскина,67,f,,,Афанаскин
Сахаровская,67,f,,,Сахаровский
Щурков,67,m,Щуркова,,
Хабипов,67,m,Хабипова,Хабип,
Друзина,67,f,,,Друзин
Забегалов,67,m,Забегалова,,
Шушанян,67,u,,,
Менчиков,67,m,Менчикова,,
Ралдугина,67,f,,,Ралдугин
Дворяшина,67,f,,,Дворяшин
Ковалкин,67,m,Ковалкина,,
Койдан,67,u,,,
Трус,67,u,,,
Брозовский,67,m,Брозовская,,
Криушин,67,m,Криушина,,
Четверкина,67,f,,,Четверкин
Фабрициус,67,u,,,
Сокиркин,67,m,Сокиркина,,
Товстуха,67,u,,,
Булыкин,67,m,Булыкина,,
Манюк,67,u,,,
Подсухин,67,m,Подсухина,,
Неверовская,67,f,,,Неверовский
Косовец,67,u,,,
Ратова,67,f,,,Ратов
Арепьева,67,f,,,Арепьев
Богацкий,67,m,Богацкая,,
Кансузян,67,u,,,
Припутнев,67,m,Припутнева,,
Хашиева,67,f,,,Хашиев
Демидчик,67,u,,,
Дидур,67,u,,,
Кадиков,67,m,Кадикова,,
Щепеткина,67,f,,,Щепеткин
Мухарямова,67,f,,Мухарям,Мухарямов
Чамина,67,f,,,Чамин
Бурим,67,u,,,
Сидаш,67,u,,,
Чарков,67,m,Чаркова,,
Лопушанский,67,m,Лопушанская,,
Паша,67,u,,,
Шарунова,67,f,,,Шарунов
Жидяев,67,m,Жидяева,,
Сполохов,67,m,Сполохова,,
Варзанов,67,m,Варзанова,,
Шершакова,67,f,,,Шершаков
Мелькумов,67,m,Мелькумова,,
Донник,67,u,,,
Обгольц,67,u,,,
Черпак,67,u,,,
Тульских,67,u,,,
Вячеславова,67,f,,Вячеслав,Вячеславов
Зиминов,67,m,Зиминова,,
Бутурлакин,67,m,Бутурлакина,,
Ачилова,67,f,,,Ачилов
Вакалов,67,m,Вакалова,,
Лягуша,67,u,,,
Хаснутдинов,67,m,Хаснутдинова,,
Мещеринов,67,m,Мещеринова,,
Пантелеенко,67,u,,,
Монастыршин,67,m,Монастыршина,,
Сиреканян,67,u,,,
Зирина,67,f,,,
Авдохин,67,m,Авдохина,,
Малинская,67,f,,,Малинский
Бозоян,67,u,,,
Баркинхоева,67,f,,,Баркинхоев
Хомутский,67,m,Хомутская,,
Ляшова,67,f,,,Ляшов
Лукошкина,67,f,,,Лукошкин
Арсенина,67,f,,,Арсенин
Малхозов,67,m,,,
Детушев,67,m,,,
Сапралиев,67,m,,,
Рязанкин,67,m,Рязанкина,,
Петрушкова,67,f,,,Петрушков
Лобачевский,67,m,Лобачевская,,
Рысаева,67,f,,,Рысаев
Пахтина,67,f,,,Пахтин
Горелышева,67,f,,,Горелышев
Шаткова,67,f,,,Шатков
Миронкина,67,f,,,Миронкин
Хозиев,67,m,,,
Богза,67,u,,,
Комаревцева,67,f,,,Комаревцев
Сиразеев,67,m,Сиразеева,,
Сельцов,67,m,Сельцова,,
Лычков,67,m,Лычкова,,
Гореленко,67,u,,,
Дирин,67,m,Дирина,,
Прилукова,67,f,,,Прилуков
Забаров,67,m,Забарова,Забар,
Шильнов,67,m,Шильнова,,
Зелепукина,67,f,,,Зелепукин
Степановская,67,f,,,Степановский
Букрин,67,m,Букрина,,
Нагулин,67,m,Нагулина,,
Нелепин,67,m,Нелепина,,
Бомко,67,u,,,
Юренев,67,m,Юренева,,
Прядченко,67,u,,,
Рохмистров,67,m,Рохмистрова,,
Чертыковцев,67,m,Чертыковцева,,
Хатагов,67,m,Хатагова,,
Файт,67,u,,,
Загрутдинов,67,m,Загрутдинова,Загрутдин,
Гайкова,67,f,,Гайк,Гайков
Кузлякин,67,m,Кузлякина,,
Игин,67,m,Игина,,
Ерихов,67,m,Ерихова,,
Макарьин,67,m,Макарьина,,
Кутарев,67,m,Кутарева,,
Таратухина,67,f,,,Таратухин
Пислегина,67,f,,,Пислегин
Белокриницкий,67,m,Белокриницкая,,
Габриелов,67,m,Габриелова,Габриел,
Сергушкина,67,f,,,Сергушкин
Калачина,67,f,,,Калачин
Минский,67,m,Минская,,
Пермикина,67,f,,,Пермикин
Исправникова,67,f,,,Исправников
Лабузова,67,f,,,Лабузов
Ерко,67,u,,,
Жерновников,67,m,Жерновникова,,
Грянко,67,u,,,
Певчев,67,m,Певчева,,
Вакар,67,u,,,
Джуккаев,67,m,,,
Сырков,67,m,Сыркова,,
Телышев,67,m,Телышева,,
Булавский,67,m,Булавская,,
Кагилев,67,m,,,
Ахиярова,67,f,,Ахияр,Ахияров
Работкин,67,m,Работкина,,
Попкович,67,u,,,
Шуин,67,m,Шуина,,
Правоторова,67,f,,,Правоторов
Стебаев,67,m,Стебаева,,
Коржевский,67,m,Коржевская,,
Тоболин,67,m,Тоболина,,
Шищенко,67,u,,,
Ерпылев,67,m,Ерпылева,,
Колмык,67,u,,,
Метленко,67,u,,,
Брегадзе,67,u,,,
Керимханов,67,m,Керимханова,,
Литвинко,67,u,,,
Порхачев,67,m,Порхачева,,
Оношко,67,u,,,
Цыганаш,67,u,,,
Рудко,67,u,,,
Толчина,67,f,,,Толчин
Гершевич,67,u,,,
Песчанская,67,f,,,Песчанский
Лифенко,67,u,,,
Головаш,67,u,,,
Торопыгина,67,f,,,Торопыгин
Заводский,67,m,Заводская,,
Ивашнев,67,m,Ивашнева,,
Бельц,67,u,,,
Драбкин,67,m,Драбкина,,
Войков,67,m,Войкова,,
Тепаева,67,f,,,Тепаев
Опалихин,67,m,Опалихина,,
Бекузарова,67,f,,,Бекузаров
Имеев,67,m,,,
Вяземский,67,m,Вяземская,,
Мазилов,67,m,Мазилова,,
Клименов,67,m,Клименова,,
Рычихин,67,m,Рычихина,,
Ладур,67,m,,,
Тюляндин,67,m,Тюляндина,,
Захаржевский,67,m,Захаржевская,,
Мозалевский,67,m,Мозалевская,,
Закоморный,67,m,,,
Вильский,67,m,Вильская,,
Махрин,67,m,Махрина,,
Половодов,67,m,Половодова,,
Кизик,67,u,,,
Горскова,67,f,,,Горсков
Ямковой,67,m,,,
Кочурков,67,m,Кочуркова,,
Левов,67,m,,Лев,
Курка,67,u,,,
Раюшкин,67,m,Раюшкина,,
Светцов,67,m,Светцова,,
Орус-Оол,67,m,,,
Якобашвили,67,u,,,
Шутяк,67,u,,,
Лишай,67,m,,,
Мукаилов,67,m,Мукаилова,Мукаил,
Резанцев,67,m,Резанцева,,
Постригайло,67,m,,,
Пельменев,67,m,Пельменева,,
Балдаева,67,f,,,Балдаев
Зелепухин,67,m,Зелепухина,,
Рабченко,67,u,,,
Чихалов,67,m,Чихалова,,
Снытников,67,m,,,
Телесов,67,m,,,
Тефанова,67,f,,,Тефанов
Цурова,67,f,,,Цуров
Ялымов,67,m,Ялымова,,
Криницина,67,f,,,Криницин
Ворогушин,67,m,Ворогушина,,
Еринова,67,f,,,Еринов
Витьков,67,m,,,
Темес,67,f,,,
Покальчук,67,u,,,
Абыков,67,m,,,
Бризецкий,67,m,,,
Сакибеков,67,m,,,
Топинская,67,f,,,Топинский
Онсин,67,m,,,
Вереёнкова,67,f,,,
Драченко,66,u,,,
Маришин,66,m,Маришина,,
Чучкалова,66,f,,,Чучкалов
Клемешова,66,f,,,Клемешов
Вотановский,66,m,Вотановская,,
Брауде,66,u,,,
Сиянов,66,m,Сиянова,,
Джавахишвили,66,u,,,
Тенькова,66,f,,,Теньков
Янчевская,66,f,,,Янчевский
Гарибова,66,f,,Гариб,Гарибов
Кувардина,66,f,,,Кувардин
Кристя,66,u,,,
Малюшкин,66,m,Малюшкина,,
Кушнерик,66,u,,,
Ширинская,66,f,,,Ширинский
Омар,66,u,,,
Бабалян,66,u,,,
Гомер,66,u,,,
Дружаев,66,m,,,
Сваровская,66,f,,,Сваровский
Гущян,66,u,,,
Никулкина,66,f,,,Никулкин
Лихолетова,66,f,,,Лихолетов
Азиева,66,f,,,Азиев
Лихова,66,f,,,Лихов
Зороглян,66,u,,,
Изак,66,u,,,
Демурчев,66,m,,,
Шарапудинов,66,m,,Шарапудин,
Зайнеев,66,m,Зайнеева,,
Минсафин,66,m,Минсафина,,
Чичоян,66,u,,,
Удотов,66,m,Удотова,,
Лямов,66,m,Лямова,,
Некоз,66,u,,,
Гамалий,66,u,,,
Шклярова,66,f,,,Шкляров
Келехсаева,66,f,,,Келехсаев
Галь,66,u,,,
Разорвин,66,m,Разорвина,,
Носаченко,66,u,,,
Филянина,66,f,,,Филянин
Ступкин,66,m,Ступкина,,
Шмавонян,66,u,,,
Глубоковских,66,u,,,
Турчанов,66,m,Турчанова,,
Кушко,66,u,,,
Семернина,66,f,,,Семернин
Любивая,66,f,,,
Коклягин,66,m,Коклягина,,
Каурцев,66,m,Каурцева,,
Рогаткина,66,f,,,Рогаткин
Широнина,66,f,,,Широнин
Мачула,66,u,,,
Нежельская,66,f,,,Нежельский
Носорев,66,m,Носорева,,
Чекарев,66,m,Чекарева,,
Чрагян,66,u,,,
Демехина,66,f,,,Демехин
Зайчик,66,u,,,
Голенищева,66,f,,,Голенищев
Охват,66,u,,,
Суржко,66,u,,,
Арзамазова,66,f,,,Арзамазов
Булашев,66,m,Булашева,,
Тихоновская,66,f,,,Тихоновский
Мачинский,66,m,Мачинская,,
Жумагулов,66,m,Жумагулова,Жумагул,
Веденева,66,f,,,Веденев
Иманкулов,66,m,,,
Гаранян,66,u,,,
Шананин,66,m,Шананина,,
Гелета,66,u,,,
Винидиктов,66,m,Винидиктова,Винидикт,
Роганков,66,m,Роганкова,,
Матейко,66,u,,,
Кубай,66,u,,,
Исайко,66,u,,,
Кауркин,66,m,Кауркина,,
Онофрийчук,66,u,,,
Кобышева,66,f,,,Кобышев
Горюн,66,u,,,
Легенький,66,m,Легенькая,,
Котомцев,66,m,Котомцева,,
Гудовских,66,u,,,
Попонина,66,f,,,Попонин
Пакулова,66,f,,,Пакулов
Ряшенцева,66,f,,,Ряшенцев
Четырина,66,f,,,Четырин
Гончаревич,66,u,,,
Алабужева,66,f,,,Алабужев
Мариенко,66,u,,,
Зирин,66,m,,,
Ковбаса,66,u,,,
Паленко,66,u,,,
Ничипорчук,66,u,,,
Галигузов,66,m,Галигузова,,
Татоян,66,u,,,
Колосок,66,u,,,
Чигинцева,66,f,,,Чигинцев
Бурнышева,66,f,,,Бурнышев
Тозлиян,66,u,,,
Богрянцев,66,m,Богрянцева,,
Духу,66,u,,,
Проходцев,66,m,Проходцева,,
Верзилов,66,m,Верзилова,,
Загуменная,66,f,,,
Наранов,66,m,,Наран,
Нимгиров,66,m,,,
Пестеров,66,m,Пестерова,,
Север,66,u,,,
Темкина,66,f,,,Темкин
Чекашкина,66,f,,,Чекашкин
Болиев,66,m,,,
Гизитдинов,66,m,Гизитдинова,Гизитдин,
Суренков,66,m,Суренкова,,
Анфилофьева,66,f,,,Анфилофьев
Прянишникова,66,f,,,Прянишников
Коновальцева,66,f,,,Коновальцев
Косогова,66,f,,,Косогов
Палоян,66,u,,,
Смыченко,66,u,,,
Чалышева,66,f,,,Чалышев
Хорошунов,66,m,Хорошунова,,
Струнов,66,m,Струнова,,
Шаззо,66,u,,,
Оксузян,66,u,,,
Урицкий,66,m,Урицкая,,
Марухно,66,u,,,
Каспарьян,66,u,,,
Недельский,66,m,Недельская,,
Толстогузова,66,f,,,Толстогузов
Квеквескири,66,u,,,
Петрунькин,66,m,Петрунькина,,
Шайков,66,m,Шайкова,,
Катюхин,66,m,Катюхина,,
Карманович,66,u,,,
Копыльцова,66,f,,,Копыльцов
Бобряков,66,m,Бобрякова,,
Малявский,66,m,Малявская,,
Ишимцев,66,m,Ишимцева,,
Емелев,66,m,Емелева,,
Пархачев,66,m,Пархачева,,
Минцев,66,m,Минцева,,
Тарлыков,66,m,Тарлыкова,,
Климовец,66,u,,,
Латин,66,m,Латина,,
Дедовец,66,u,,,
Кених,66,u,,,
Скобельцын,66,m,Скобельцына,,
Рыль,66,u,,,
Свирко,66,u,,,
Копань,66,u,,,
Кириевский,66,m,Кириевская,,
Чурило,66,u,,,
Орликов,66,m,Орликова,,
Бетеев,66,m,Бетеева,,
Урбах,66,u,,,
Боркин,66,m,Боркина,,
Ишмурзина,66,f,,,Ишмурзин
Дрёмова,66,f,,,Дрёмов
Харламенко,66,u,,,
Сверлов,66,m,Сверлова,,
Данильянц,66,u,,,
Румак,66,u,,,
Проскуров,66,m,Проскурова,,
Шабуня,66,u,,,
Бобиев,66,m,Бобиева,,
Крещенко,66,u,,,
Брызгунов,66,m,Брызгунова,,
Соляной,66,m,,,
Юзбеков,66,m,,,
Седышева,66,f,,,Седышев
Собинов,66,m,Собинова,,
Милаева,66,f,,,Милаев
Дивакова,66,f,,,Диваков
Чекасина,66,f,,,Чекасин
Сурганова,66,f,,,Сурганов
Сиразиева,66,f,,,Сиразиев
Стеблецова,66,f,,,Стеблецов
Щеголяев,66,m,Щеголяева,,
Смородников,66,m,Смородникова,,
Козменко,66,u,,,
Максак,66,u,,,
Мисан,66,u,,,
Дыков,66,m,Дыкова,,
Моренкова,66,f,,,Моренков
Молочко,66,u,,,
Мухиддинов,66,m,Мухиддинова,Мухиддин,
Карповская,66,f,,,Карповский
Янке,66,u,,,
Чамурлиев,66,m,,,
Гульянц,66,u,,,
Грибаков,66,m,Грибакова,,
Парижский,66,m,Парижская,,
Хутинаев,66,m,,,
Ильященко,66,u,,,
Паульс,66,u,,,
Несов,66,m,Несова,,
Худайназаров,66,m,,,
Шамров,66,m,Шамрова,,
Корнюшенко,66,u,,,
Ядне,66,u,,,
Акиева,66,f,,,Акиев
Тюхаев,66,m,,,
Борисихин,66,m,Борисихина,,
Слобожанинова,66,f,,,Слобожанинов
Красичкова,66,f,,,Красичков
Дилбарян,66,u,,,
Адамсон,66,u,,,
Ленько,66,u,,,
Безмен,66,u,,,
Саютина,66,f,,,Саютин
Вольвич,66,u,,,
Борькин,66,m,Борькина,,
Функнер,66,u,,,
Смоленкова,66,f,,,Смоленков
